      x      |      eta     |      t       |      Hp      |    dHp/dx    |   ddHp/ddx   |      Chi     |      d_A     |      d_L     | Sum_Dens_Params |    Omega_B   |   Omega_CDM  | Omega_Lambda |  Omega_gamma |   Omega_Nu   |   Omega_K    
    -11.8799 |  9.85119e+22 |  1.13586e+09 |  3.06093e-15 |            0 |            0 |   4.3781e+26 |  3.03333e+21 |  6.31905e+31 |               1 |   0.00363143 |    0.0193918 |  1.64957e-17 |     0.577488 |     0.399488 |            0 
    -11.8679 |  9.96954e+22 |  1.16338e+09 |   3.0248e-15 |            0 |            0 |  4.37809e+26 |  3.06998e+21 |  6.24358e+31 |               1 |   0.00367429 |    0.0196207 |  1.73028e-17 |     0.577328 |     0.399377 |            0 
    -11.8559 |  1.00893e+23 |  1.19156e+09 |  2.98911e-15 |            0 |            0 |  4.37808e+26 |  3.10707e+21 |  6.16902e+31 |               1 |   0.00371764 |    0.0198522 |  1.81493e-17 |     0.577165 |     0.399265 |            0 
    -11.8438 |  1.02105e+23 |  1.22044e+09 |  2.95384e-15 |            0 |            0 |  4.37806e+26 |   3.1446e+21 |  6.09534e+31 |               1 |    0.0037615 |    0.0200864 |  1.90373e-17 |     0.577001 |     0.399151 |            0 
    -11.8318 |  1.03331e+23 |  1.25002e+09 |  2.91899e-15 |            0 |            0 |  4.37805e+26 |   3.1826e+21 |  6.02255e+31 |               1 |   0.00380586 |    0.0203233 |  1.99685e-17 |     0.576835 |     0.399036 |            0 
    -11.8198 |  1.04573e+23 |  1.28032e+09 |  2.88456e-15 |            0 |            0 |  4.37804e+26 |  3.22105e+21 |  5.95062e+31 |               1 |   0.00385073 |    0.0205629 |  2.09453e-17 |     0.576666 |      0.39892 |            0 
    -11.8078 |  1.05829e+23 |  1.31136e+09 |  2.85054e-15 |            0 |            0 |  4.37803e+26 |  3.25996e+21 |  5.87955e+31 |               1 |   0.00389611 |    0.0208052 |  2.19698e-17 |     0.576496 |     0.398802 |            0 
    -11.7958 |    1.071e+23 |  1.34316e+09 |  2.81692e-15 |            0 |            0 |  4.37801e+26 |  3.29935e+21 |  5.80933e+31 |               1 |   0.00394202 |    0.0210504 |  2.30443e-17 |     0.576324 |     0.398683 |            0 
    -11.7838 |  1.08386e+23 |  1.37572e+09 |  2.78371e-15 |            0 |            0 |    4.378e+26 |  3.33921e+21 |  5.73995e+31 |               1 |   0.00398845 |    0.0212983 |  2.41712e-17 |      0.57615 |     0.398563 |            0 
    -11.7718 |  1.09687e+23 |  1.40906e+09 |  2.75089e-15 |            0 |            0 |  4.37799e+26 |  3.37955e+21 |   5.6714e+31 |               1 |   0.00403541 |    0.0215491 |  2.53532e-17 |     0.575974 |     0.398441 |            0 
    -11.7598 |  1.11004e+23 |   1.4432e+09 |  2.71846e-15 |            0 |            0 |  4.37797e+26 |  3.42038e+21 |  5.60366e+31 |               1 |   0.00408292 |    0.0218028 |  2.65929e-17 |     0.575796 |     0.398318 |            0 
    -11.7477 |  1.12337e+23 |  1.47817e+09 |  2.68642e-15 |            0 |            0 |  4.37796e+26 |   3.4617e+21 |  5.53674e+31 |               1 |   0.00413096 |    0.0220594 |  2.78931e-17 |     0.575616 |     0.398193 |            0 
    -11.7357 |  1.13686e+23 |  1.51396e+09 |  2.65477e-15 |            0 |            0 |  4.37795e+26 |  3.50353e+21 |  5.47061e+31 |               1 |   0.00417956 |    0.0223189 |  2.92568e-17 |     0.575434 |     0.398067 |            0 
    -11.7237 |   1.1505e+23 |   1.5506e+09 |  2.62349e-15 |            0 |            0 |  4.37793e+26 |  3.54585e+21 |  5.40527e+31 |               1 |   0.00422872 |    0.0225813 |   3.0687e-17 |      0.57525 |      0.39794 |            0 
    -11.7117 |  1.16431e+23 |   1.5881e+09 |  2.59258e-15 |            0 |            0 |  4.37792e+26 |  3.58869e+21 |  5.34072e+31 |               1 |   0.00427843 |    0.0228468 |   3.2187e-17 |     0.575064 |     0.397811 |            0 
    -11.6997 |  1.17828e+23 |  1.62649e+09 |  2.56205e-15 |            0 |            0 |  4.37791e+26 |  3.63205e+21 |  5.27693e+31 |               1 |   0.00432871 |    0.0231153 |  3.37602e-17 |     0.574875 |     0.397681 |            0 
    -11.6877 |  1.19242e+23 |   1.6658e+09 |  2.53188e-15 |            0 |            0 |  4.37789e+26 |  3.67593e+21 |  5.21391e+31 |               1 |   0.00437957 |    0.0233869 |  3.54102e-17 |     0.574685 |     0.397549 |            0 
    -11.6757 |  1.20672e+23 |  1.70606e+09 |  2.50207e-15 |            0 |            0 |  4.37788e+26 |  3.72034e+21 |  5.15164e+31 |               1 |   0.00443101 |    0.0236616 |  3.71407e-17 |     0.574492 |     0.397416 |            0 
    -11.6637 |   1.2212e+23 |  1.74728e+09 |  2.47261e-15 |            0 |            0 |  4.37786e+26 |  3.76528e+21 |  5.09011e+31 |               1 |   0.00448303 |    0.0239394 |  3.89555e-17 |     0.574297 |     0.397281 |            0 
    -11.6517 |  1.23585e+23 |  1.78951e+09 |  2.44351e-15 |            0 |            0 |  4.37785e+26 |  3.81077e+21 |  5.02931e+31 |               1 |   0.00453565 |    0.0242204 |  4.08589e-17 |       0.5741 |     0.397144 |            0 
    -11.6396 |  1.25067e+23 |  1.83276e+09 |  2.41475e-15 |            0 |            0 |  4.37783e+26 |  3.85681e+21 |  4.96925e+31 |               1 |   0.00458887 |    0.0245046 |  4.28552e-17 |       0.5739 |     0.397006 |            0 
    -11.6276 |  1.26567e+23 |  1.87707e+09 |  2.38634e-15 |            0 |            0 |  4.37782e+26 |   3.9034e+21 |   4.9099e+31 |               1 |   0.00464269 |     0.024792 |  4.49487e-17 |     0.573699 |     0.396867 |            0 
    -11.6156 |  1.28085e+23 |  1.92245e+09 |  2.35826e-15 |            0 |            0 |   4.3778e+26 |  3.95056e+21 |  4.85125e+31 |               1 |   0.00469712 |    0.0250826 |  4.71444e-17 |     0.573495 |     0.396726 |            0 
    -11.6036 |  1.29621e+23 |  1.96895e+09 |  2.33052e-15 |            0 |            0 |  4.37779e+26 |  3.99828e+21 |  4.79331e+31 |               1 |   0.00475218 |    0.0253766 |  4.94471e-17 |     0.573288 |     0.396583 |            0 
    -11.5916 |  1.31175e+23 |  2.01658e+09 |  2.30312e-15 |            0 |            0 |  4.37777e+26 |  4.04659e+21 |  4.73606e+31 |               1 |   0.00480785 |    0.0256739 |  5.18621e-17 |      0.57308 |     0.396439 |            0 
    -11.5796 |  1.32748e+23 |  2.06538e+09 |  2.27604e-15 |            0 |            0 |  4.37776e+26 |  4.09547e+21 |   4.6795e+31 |               1 |   0.00486416 |    0.0259746 |  5.43947e-17 |     0.572869 |     0.396293 |            0 
    -11.5676 |   1.3434e+23 |  2.11536e+09 |  2.24928e-15 |            0 |            0 |  4.37774e+26 |  4.14495e+21 |  4.62361e+31 |               1 |   0.00492111 |    0.0262787 |  5.70508e-17 |     0.572655 |     0.396145 |            0 
    -11.5556 |   1.3595e+23 |  2.16657e+09 |  2.22284e-15 |            0 |            0 |  4.37772e+26 |  4.19502e+21 |  4.56838e+31 |               1 |    0.0049787 |    0.0265863 |  5.98364e-17 |     0.572439 |     0.395996 |            0 
    -11.5435 |   1.3758e+23 |  2.21902e+09 |  2.19672e-15 |            0 |            0 |  4.37771e+26 |   4.2457e+21 |  4.51382e+31 |               1 |   0.00503694 |    0.0268973 |  6.27576e-17 |     0.572221 |     0.395845 |            0 
    -11.5315 |  1.39229e+23 |  2.27275e+09 |  2.17091e-15 |            0 |            0 |  4.37769e+26 |  4.29699e+21 |  4.45991e+31 |               1 |   0.00509584 |    0.0272118 |  6.58212e-17 |        0.572 |     0.395692 |            0 
    -11.5195 |  1.40898e+23 |  2.32777e+09 |  2.14541e-15 |            0 |            0 |  4.37768e+26 |   4.3489e+21 |  4.40664e+31 |               1 |   0.00515541 |    0.0275299 |  6.90341e-17 |     0.571777 |     0.395538 |            0 
    -11.5075 |  1.42587e+23 |  2.38413e+09 |  2.12021e-15 |            0 |            0 |  4.37766e+26 |  4.40144e+21 |    4.354e+31 |               1 |   0.00521565 |    0.0278516 |  7.24034e-17 |     0.571551 |     0.395381 |            0 
    -11.4955 |  1.44296e+23 |  2.44184e+09 |  2.09531e-15 |            0 |            0 |  4.37764e+26 |  4.45461e+21 |    4.302e+31 |               1 |   0.00527657 |    0.0281769 |  7.59368e-17 |     0.571323 |     0.395223 |            0 
    -11.4835 |  1.46025e+23 |  2.50093e+09 |  2.07071e-15 |            0 |            0 |  4.37762e+26 |  4.50843e+21 |  4.25062e+31 |               1 |   0.00533818 |    0.0285059 |  7.96423e-17 |     0.571092 |     0.395064 |            0 
    -11.4715 |  1.47774e+23 |  2.56143e+09 |   2.0464e-15 |            0 |            0 |  4.37761e+26 |  4.56289e+21 |  4.19985e+31 |               1 |   0.00540048 |    0.0288386 |  8.35283e-17 |     0.570859 |     0.394902 |            0 
    -11.4595 |  1.49545e+23 |  2.62337e+09 |  2.02239e-15 |            0 |            0 |  4.37759e+26 |  4.61801e+21 |  4.14968e+31 |               1 |   0.00546348 |     0.029175 |  8.76034e-17 |     0.570623 |     0.394739 |            0 
    -11.4474 |  1.51336e+23 |  2.68678e+09 |  1.99866e-15 |            0 |            0 |  4.37757e+26 |   4.6738e+21 |  4.10012e+31 |               1 |   0.00552719 |    0.0295152 |  9.18768e-17 |     0.570384 |     0.394574 |            0 
    -11.4354 |  1.53148e+23 |  2.75168e+09 |  1.97521e-15 |            0 |            0 |  4.37755e+26 |  4.73026e+21 |  4.05115e+31 |               1 |   0.00559161 |    0.0298592 |  9.63583e-17 |     0.570142 |     0.394407 |            0 
    -11.4234 |  1.54982e+23 |  2.81812e+09 |  1.95205e-15 |            0 |            0 |  4.37753e+26 |   4.7874e+21 |  4.00276e+31 |               1 |   0.00565676 |    0.0302071 |  1.01058e-16 |     0.569898 |     0.394238 |            0 
    -11.4114 |  1.56838e+23 |  2.88613e+09 |  1.92916e-15 |            0 |            0 |  4.37752e+26 |  4.84523e+21 |  3.95495e+31 |               1 |   0.00572264 |    0.0305589 |  1.05986e-16 |     0.569651 |     0.394067 |            0 
    -11.3994 |  1.58715e+23 |  2.95577e+09 |  1.90654e-15 |            0 |            0 |   4.3775e+26 |  4.90376e+21 |  3.90771e+31 |               1 |   0.00578926 |    0.0309146 |  1.11154e-16 |     0.569402 |     0.393894 |            0 
    -11.3874 |  1.60615e+23 |  3.02709e+09 |  1.88419e-15 |            0 |            0 |  4.37748e+26 |    4.963e+21 |  3.86103e+31 |               1 |   0.00585662 |    0.0312744 |  1.16574e-16 |     0.569149 |      0.39372 |            0 
    -11.3754 |  1.62537e+23 |  3.10013e+09 |  1.86211e-15 |            0 |            0 |  4.37746e+26 |  5.02296e+21 |  3.81491e+31 |               1 |   0.00592474 |    0.0316381 |  1.22257e-16 |     0.568894 |     0.393543 |            0 
    -11.3634 |  1.64482e+23 |  3.17495e+09 |   1.8403e-15 |            0 |            0 |  4.37744e+26 |  5.08363e+21 |  3.76935e+31 |               1 |   0.00599361 |    0.0320059 |  1.28216e-16 |     0.568636 |     0.393365 |            0 
    -11.3514 |   1.6645e+23 |  3.25158e+09 |  1.81874e-15 |            0 |            0 |  4.37742e+26 |  5.14504e+21 |  3.72432e+31 |               1 |   0.00606326 |    0.0323778 |  1.34465e-16 |     0.568375 |     0.393184 |            0 
    -11.3393 |  1.68442e+23 |  3.33007e+09 |  1.79744e-15 |            0 |            0 |   4.3774e+26 |  5.20719e+21 |  3.67984e+31 |               1 |   0.00613368 |    0.0327539 |  1.41018e-16 |     0.568111 |     0.393001 |            0 
    -11.3273 |  1.70457e+23 |  3.41048e+09 |   1.7764e-15 |            0 |            0 |  4.37738e+26 |   5.2701e+21 |  3.63588e+31 |               1 |   0.00620489 |    0.0331341 |   1.4789e-16 |     0.567844 |     0.392817 |            0 
    -11.3153 |  1.72496e+23 |  3.49284e+09 |   1.7556e-15 |            0 |            0 |  4.37736e+26 |  5.33376e+21 |  3.59245e+31 |               1 |   0.00627688 |    0.0335186 |  1.55095e-16 |     0.567574 |      0.39263 |            0 
    -11.3033 |  1.74559e+23 |  3.57722e+09 |  1.73506e-15 |            0 |            0 |  4.37734e+26 |  5.39819e+21 |  3.54954e+31 |               1 |   0.00634968 |    0.0339073 |  1.62651e-16 |     0.567301 |     0.392442 |            0 
    -11.2913 |  1.76647e+23 |  3.66365e+09 |  1.71476e-15 |            0 |            0 |  4.37732e+26 |  5.46339e+21 |  3.50714e+31 |               1 |   0.00642329 |    0.0343004 |  1.70574e-16 |     0.567026 |     0.392251 |            0 
    -11.2793 |   1.7876e+23 |  3.75218e+09 |   1.6947e-15 |            0 |            0 |   4.3773e+26 |  5.52939e+21 |  3.46525e+31 |               1 |   0.00649772 |    0.0346978 |  1.78882e-16 |     0.566747 |     0.392058 |            0 
    -11.2673 |  1.80897e+23 |  3.84286e+09 |  1.67488e-15 |            0 |            0 |  4.37728e+26 |  5.59618e+21 |  3.42386e+31 |               1 |   0.00657296 |    0.0350996 |  1.87593e-16 |     0.566465 |     0.391863 |            0 
    -11.2553 |   1.8306e+23 |  3.93574e+09 |   1.6553e-15 |            0 |            0 |  4.37725e+26 |  5.66378e+21 |  3.38296e+31 |               1 |   0.00664905 |    0.0355059 |  1.96728e-16 |      0.56618 |     0.391665 |            0 
    -11.2432 |  1.85249e+23 |  4.03087e+09 |  1.63595e-15 |            0 |            0 |  4.37723e+26 |   5.7322e+21 |  3.34255e+31 |               1 |   0.00672597 |    0.0359167 |  2.06306e-16 |     0.565891 |     0.391466 |            0 
    -11.2312 |  1.87463e+23 |  4.12828e+09 |  1.61684e-15 |            0 |            0 |  4.37721e+26 |  5.80144e+21 |  3.30262e+31 |               1 |   0.00680374 |     0.036332 |  2.16349e-16 |       0.5656 |     0.391264 |            0 
    -11.2192 |  1.89704e+23 |  4.22804e+09 |  1.59795e-15 |            0 |            0 |  4.37719e+26 |  5.87151e+21 |  3.26317e+31 |               1 |   0.00688238 |    0.0367519 |  2.26879e-16 |     0.565305 |     0.391061 |            0 
    -11.2072 |  1.91971e+23 |  4.33018e+09 |  1.57928e-15 |            0 |            0 |  4.37716e+26 |  5.94244e+21 |  3.22419e+31 |               1 |   0.00696187 |    0.0371764 |  2.37921e-16 |     0.565007 |     0.390854 |            0 
    -11.1952 |  1.94265e+23 |  4.43476e+09 |  1.56084e-15 |            0 |            0 |  4.37714e+26 |  6.01422e+21 |  3.18568e+31 |               1 |   0.00704225 |    0.0376056 |  2.49499e-16 |     0.564706 |     0.390646 |            0 
    -11.1832 |  1.96586e+23 |  4.54182e+09 |  1.54262e-15 |            0 |            0 |  4.37712e+26 |  6.08686e+21 |  3.14763e+31 |               1 |   0.00712351 |    0.0380395 |  2.61638e-16 |     0.564402 |     0.390435 |            0 
    -11.1712 |  1.98934e+23 |  4.65141e+09 |  1.52462e-15 |            0 |            0 |  4.37709e+26 |  6.16039e+21 |  3.11003e+31 |               1 |   0.00720566 |    0.0384782 |  2.74367e-16 |     0.564094 |     0.390222 |            0 
    -11.1592 |   2.0131e+23 |  4.76357e+09 |  1.50683e-15 |            0 |            0 |  4.37707e+26 |   6.2348e+21 |  3.07287e+31 |               1 |   0.00728871 |    0.0389217 |  2.87712e-16 |     0.563782 |     0.390007 |            0 
    -11.1471 |  2.03714e+23 |  4.87838e+09 |  1.48925e-15 |            0 |            0 |  4.37705e+26 |  6.31011e+21 |  3.03617e+31 |               1 |   0.00737267 |    0.0393701 |  3.01705e-16 |     0.563468 |     0.389789 |            0 
    -11.1351 |  2.06146e+23 |   4.9959e+09 |  1.47189e-15 |            0 |            0 |  4.37702e+26 |  6.38633e+21 |   2.9999e+31 |               1 |   0.00745756 |    0.0398233 |  3.16377e-16 |      0.56315 |     0.389569 |            0 
    -11.1231 |  2.08607e+23 |  5.11623e+09 |  1.45473e-15 |            0 |            0 |    4.377e+26 |  6.46346e+21 |  2.96406e+31 |               1 |   0.00754337 |    0.0402816 |   3.3176e-16 |     0.562828 |     0.389347 |            0 
    -11.1111 |  2.11096e+23 |  5.23944e+09 |  1.43777e-15 |            0 |            0 |  4.37697e+26 |  6.54153e+21 |  2.92865e+31 |               1 |   0.00763011 |    0.0407448 |  3.47888e-16 |     0.562503 |     0.389122 |            0 
    -11.0991 |  2.13615e+23 |  5.36561e+09 |  1.42102e-15 |            0 |            0 |  4.37695e+26 |  6.62055e+21 |  2.89367e+31 |               1 |   0.00771781 |    0.0412131 |  3.64798e-16 |     0.562174 |     0.388895 |            0 
    -11.0871 |  2.16164e+23 |  5.49483e+09 |  1.40447e-15 |            0 |            0 |  4.37692e+26 |  6.70051e+21 |   2.8591e+31 |               1 |   0.00780646 |    0.0416865 |  3.82528e-16 |     0.561842 |     0.388665 |            0 
    -11.0751 |  2.18743e+23 |  5.62718e+09 |  1.38812e-15 |            0 |            0 |   4.3769e+26 |  6.78145e+21 |  2.82495e+31 |               1 |   0.00789607 |     0.042165 |  4.01117e-16 |     0.561506 |     0.388433 |            0 
    -11.0631 |  2.21352e+23 |  5.76274e+09 |  1.37196e-15 |            0 |            0 |  4.37687e+26 |  6.86336e+21 |   2.7912e+31 |               1 |   0.00798666 |    0.0426488 |  4.20605e-16 |     0.561167 |     0.388198 |            0 
    -11.0511 |  2.23992e+23 |  5.90159e+09 |  1.35599e-15 |            0 |            0 |  4.37684e+26 |  6.94625e+21 |  2.75786e+31 |               1 |   0.00807823 |    0.0431378 |  4.41038e-16 |     0.560824 |      0.38796 |            0 
     -11.039 |  2.26663e+23 |  6.04382e+09 |  1.34021e-15 |            0 |            0 |  4.37682e+26 |  7.03015e+21 |  2.72491e+31 |               1 |   0.00817079 |     0.043632 |   4.6246e-16 |     0.560477 |      0.38772 |            0 
     -11.027 |  2.29366e+23 |   6.1895e+09 |  1.32463e-15 |            0 |            0 |  4.37679e+26 |  7.11506e+21 |  2.69236e+31 |               1 |   0.00826436 |    0.0441317 |   4.8492e-16 |     0.560126 |     0.387478 |            0 
     -11.015 |    2.321e+23 |  6.33872e+09 |  1.30922e-15 |            0 |            0 |  4.37676e+26 |    7.201e+21 |  2.66019e+31 |               1 |   0.00835894 |    0.0446367 |  5.08466e-16 |     0.559772 |     0.387233 |            0 
     -11.003 |  2.34867e+23 |  6.49156e+09 |  1.29401e-15 |            0 |            0 |  4.37674e+26 |  7.28797e+21 |  2.62841e+31 |               1 |   0.00845454 |    0.0451472 |  5.33152e-16 |     0.559413 |     0.386985 |            0 
     -10.991 |  2.37667e+23 |   6.6481e+09 |  1.27897e-15 |            0 |            0 |  4.37671e+26 |    7.376e+21 |  2.59701e+31 |               1 |   0.00855117 |    0.0456632 |  5.59032e-16 |     0.559051 |     0.386734 |            0 
     -10.979 |  2.40499e+23 |  6.80842e+09 |  1.26411e-15 |            0 |            0 |  4.37668e+26 |  7.46508e+21 |  2.56599e+31 |               1 |   0.00864884 |    0.0461848 |  5.86164e-16 |     0.558685 |     0.386481 |            0 
     -10.967 |  2.43365e+23 |  6.97261e+09 |  1.24943e-15 |            0 |            0 |  4.37665e+26 |  7.55525e+21 |  2.53533e+31 |               1 |   0.00874756 |    0.0467119 |  6.14608e-16 |     0.558315 |     0.386225 |            0 
     -10.955 |  2.46264e+23 |  7.14074e+09 |  1.23493e-15 |            0 |            0 |  4.37662e+26 |   7.6465e+21 |  2.50504e+31 |               1 |   0.00884734 |    0.0472448 |  6.44428e-16 |     0.557941 |     0.385966 |            0 
    -10.9429 |  2.49198e+23 |   7.3129e+09 |   1.2206e-15 |            0 |            0 |  4.37659e+26 |  7.73885e+21 |  2.47512e+31 |               1 |   0.00894819 |    0.0477833 |   6.7569e-16 |     0.557563 |     0.385705 |            0 
    -10.9309 |  2.52166e+23 |  7.48917e+09 |  1.20643e-15 |            0 |            0 |  4.37656e+26 |  7.83232e+21 |  2.44555e+31 |               1 |   0.00905012 |    0.0483276 |  7.08462e-16 |     0.557181 |     0.385441 |            0 
    -10.9189 |  2.55169e+23 |  7.66963e+09 |  1.19244e-15 |            0 |            0 |  4.37653e+26 |  7.92691e+21 |  2.41633e+31 |               1 |   0.00915313 |    0.0488777 |  7.42818e-16 |     0.556795 |     0.385174 |            0 
    -10.9069 |  2.58207e+23 |  7.85436e+09 |  1.17862e-15 |            0 |            0 |   4.3765e+26 |  8.02265e+21 |  2.38746e+31 |               1 |   0.00925725 |    0.0494337 |  7.78834e-16 |     0.556405 |     0.384904 |            0 
    -10.8949 |   2.6128e+23 |  8.04345e+09 |  1.16496e-15 |            0 |            0 |  4.37647e+26 |  8.11954e+21 |  2.35894e+31 |               1 |   0.00936248 |    0.0499957 |   8.1659e-16 |     0.556011 |     0.384631 |            0 
    -10.8829 |  2.64389e+23 |  8.23697e+09 |  1.15146e-15 |            0 |            0 |  4.37644e+26 |   8.2176e+21 |  2.33076e+31 |               1 |   0.00946883 |    0.0505636 |   8.5617e-16 |     0.555612 |     0.384355 |            0 
    -10.8709 |  2.67535e+23 |  8.43503e+09 |  1.13812e-15 |            0 |            0 |  4.37641e+26 |  8.31685e+21 |  2.30291e+31 |               1 |   0.00957631 |    0.0511375 |   8.9766e-16 |      0.55521 |     0.384077 |            0 
    -10.8589 |  2.70717e+23 |  8.63776e+09 |  1.12495e-15 |            0 |            0 |  4.37638e+26 |  8.41729e+21 |   2.2754e+31 |               1 |   0.00968493 |    0.0517175 |  9.41153e-16 |     0.554802 |     0.383795 |            0 
    -10.8468 |  2.73936e+23 |  8.84529e+09 |  1.11193e-15 |            0 |            0 |  4.37634e+26 |  8.51894e+21 |  2.24821e+31 |               1 |    0.0097947 |    0.0523037 |  9.86746e-16 |     0.554391 |     0.383511 |            0 
    -10.8348 |  2.77194e+23 |  9.05778e+09 |  1.09906e-15 |            0 |            0 |  4.37631e+26 |  8.62183e+21 |  2.22135e+31 |               1 |   0.00990563 |     0.052896 |  1.03454e-15 |     0.553975 |     0.383223 |            0 
    -10.8228 |  2.80489e+23 |  9.27535e+09 |  1.08635e-15 |            0 |            0 |  4.37628e+26 |  8.72595e+21 |  2.19481e+31 |               1 |    0.0100177 |    0.0534947 |  1.08464e-15 |     0.553555 |     0.382932 |            0 
    -10.8108 |  2.83822e+23 |  9.49816e+09 |  1.07379e-15 |            0 |            0 |  4.37625e+26 |  8.83133e+21 |  2.16859e+31 |               1 |     0.010131 |    0.0540996 |  1.13715e-15 |     0.553131 |     0.382639 |            0 
    -10.7988 |  2.87195e+23 |  9.72633e+09 |  1.06138e-15 |            0 |            0 |  4.37621e+26 |  8.93799e+21 |  2.14268e+31 |               1 |    0.0102455 |    0.0547109 |   1.1922e-15 |     0.552702 |     0.382342 |            0 
    -10.7868 |  2.90608e+23 |  9.96002e+09 |  1.04912e-15 |            0 |            0 |  4.37618e+26 |  9.04593e+21 |  2.11708e+31 |               1 |    0.0103612 |    0.0553286 |   1.2499e-15 |     0.552268 |     0.382042 |            0 
    -10.7748 |   2.9406e+23 |  1.01994e+10 |  1.03701e-15 |            0 |            0 |  4.37614e+26 |  9.15517e+21 |  2.09178e+31 |               1 |    0.0104781 |    0.0559528 |  1.31038e-15 |      0.55183 |     0.381739 |            0 
    -10.7628 |  2.97552e+23 |  1.04445e+10 |  1.02504e-15 |            0 |            0 |  4.37611e+26 |  9.26573e+21 |  2.06679e+31 |               1 |    0.0105962 |    0.0565835 |  1.37377e-15 |     0.551388 |     0.381433 |            0 
    -10.7508 |  3.01086e+23 |  1.06955e+10 |  1.01321e-15 |            0 |            0 |  4.37607e+26 |  9.37763e+21 |   2.0421e+31 |               1 |    0.0107155 |    0.0572209 |  1.44022e-15 |      0.55094 |     0.381123 |            0 
    -10.7387 |  3.04661e+23 |  1.09527e+10 |  1.00152e-15 |            0 |            0 |  4.37604e+26 |  9.49087e+21 |   2.0177e+31 |               1 |    0.0108361 |    0.0578648 |  1.50987e-15 |     0.550488 |     0.380811 |            0 
    -10.7267 |  3.08278e+23 |   1.1216e+10 |  9.89973e-16 |            0 |            0 |    4.376e+26 |  9.60548e+21 |  1.99359e+31 |               1 |     0.010958 |    0.0585155 |  1.58288e-15 |     0.550032 |     0.380495 |            0 
    -10.7147 |  3.11937e+23 |  1.14857e+10 |  9.78563e-16 |            0 |            0 |  4.37596e+26 |  9.72148e+21 |  1.96977e+31 |               1 |    0.0110811 |     0.059173 |  1.65939e-15 |      0.54957 |     0.380176 |            0 
    -10.7027 |  3.15638e+23 |  1.17619e+10 |  9.67289e-16 |            0 |            0 |  4.37593e+26 |  9.83887e+21 |  1.94623e+31 |               1 |    0.0112055 |    0.0598373 |  1.73959e-15 |     0.549104 |     0.379853 |            0 
    -10.6907 |  3.19383e+23 |  1.20447e+10 |   9.5615e-16 |            0 |            0 |  4.37589e+26 |  9.95769e+21 |  1.92298e+31 |               1 |    0.0113312 |    0.0605084 |  1.82365e-15 |     0.548633 |     0.379527 |            0 
    -10.6787 |  3.23172e+23 |  1.23343e+10 |  9.45143e-16 |            0 |            0 |  4.37585e+26 |  1.00779e+22 |      1.9e+31 |               1 |    0.0114581 |    0.0611865 |  1.91175e-15 |     0.548157 |     0.379198 |            0 
